lane,source,destination,bytes,status
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-047-amish-tech-filter-THE-FILTER\HTML\MDA-047-amish-tech-filter-THE-FILTER.paper-grade-dashboard.html,9890,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-047-amish-tech-filter-THE-FILTER\EXCEL\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.review.xlsx,14671,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-047-amish-tech-filter-THE-FILTER\MARKDOWN\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.md,2328,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-047-amish-tech-filter-THE-FILTER\EXCEL\MDA-047-amish-tech-filter-THE-FILTER.paper-grade.xlsx,9892,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\CLAIMS\MDA-048-ordnung-algorithm-THE-MECHANISM.claim-audit.csv,13875,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.html,13336,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\HTML\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.html,13336,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\JSON\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.json,58647,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\LOSSLESS_SUMMARY\MDA-048-ordnung-algorithm-THE-MECHANISM.lossless-summary.md,50938,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\HTML\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade-dashboard.html,16806,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\EXCEL\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.review.xlsx,23314,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\MARKDOWN\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.md,10400,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-048-ordnung-algorithm-THE-MECHANISM\EXCEL\MDA-048-ordnung-algorithm-THE-MECHANISM.paper-grade.xlsx,18526,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\CLAIMS\MDA-049-coherence-factory-THE-SYNTHESIS.claim-audit.csv,8387,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.html,10403,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\HTML\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.html,10403,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\JSON\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.json,27497,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\LOSSLESS_SUMMARY\MDA-049-coherence-factory-THE-SYNTHESIS.lossless-summary.md,23762,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\HTML\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade-dashboard.html,13463,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\EXCEL\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.review.xlsx,16023,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\MARKDOWN\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.md,6384,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-049-coherence-factory-THE-SYNTHESIS\EXCEL\MDA-049-coherence-factory-THE-SYNTHESIS.paper-grade.xlsx,11141,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\CLAIMS\MDA-050-jacob-2025.claim-audit.csv,13369,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-050-jacob-2025.paper-grade.html,12547,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\HTML\MDA-050-jacob-2025.paper-grade.html,12547,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\JSON\MDA-050-jacob-2025.paper-grade.json,51163,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\LOSSLESS_SUMMARY\MDA-050-jacob-2025.lossless-summary.md,42252,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\HTML\MDA-050-jacob-2025.paper-grade-dashboard.html,16194,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\EXCEL\MDA-050-jacob-2025.paper-grade.review.xlsx,16501,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\MARKDOWN\MDA-050-jacob-2025.paper-grade.md,9782,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-050-jacob-2025.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-050-jacob-2025\EXCEL\MDA-050-jacob-2025.paper-grade.xlsx,11680,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\CLAIMS\MDA-051-korea-experiment.claim-audit.csv,2777,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-051-korea-experiment.paper-grade.html,7337,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\HTML\MDA-051-korea-experiment.paper-grade.html,7337,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\JSON\MDA-051-korea-experiment.paper-grade.json,14113,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\LOSSLESS_SUMMARY\MDA-051-korea-experiment.lossless-summary.md,12236,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\HTML\MDA-051-korea-experiment.paper-grade-dashboard.html,9695,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\EXCEL\MDA-051-korea-experiment.paper-grade.review.xlsx,13916,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\MARKDOWN\MDA-051-korea-experiment.paper-grade.md,2203,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-051-korea-experiment.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-051-korea-experiment\EXCEL\MDA-051-korea-experiment.paper-grade.xlsx,9208,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\CLAIMS\MDA-052-individual-recovery.claim-audit.csv,2568,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-052-individual-recovery.paper-grade.html,7277,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\HTML\MDA-052-individual-recovery.paper-grade.html,7277,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\JSON\MDA-052-individual-recovery.paper-grade.json,13996,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\LOSSLESS_SUMMARY\MDA-052-individual-recovery.lossless-summary.md,11830,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\HTML\MDA-052-individual-recovery.paper-grade-dashboard.html,9620,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\EXCEL\MDA-052-individual-recovery.paper-grade.review.xlsx,13923,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\MARKDOWN\MDA-052-individual-recovery.paper-grade.md,2148,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-052-individual-recovery.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-052-individual-recovery\EXCEL\MDA-052-individual-recovery.paper-grade.xlsx,9203,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\CLAIMS\MDA-053-the-question.claim-audit.csv,2575,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-053-the-question.paper-grade.html,7265,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\HTML\MDA-053-the-question.paper-grade.html,7265,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\JSON\MDA-053-the-question.paper-grade.json,14988,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\LOSSLESS_SUMMARY\MDA-053-the-question.lossless-summary.md,12762,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\HTML\MDA-053-the-question.paper-grade-dashboard.html,9627,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\EXCEL\MDA-053-the-question.paper-grade.review.xlsx,13988,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\MARKDOWN\MDA-053-the-question.paper-grade.md,2128,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-053-the-question.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-053-the-question\EXCEL\MDA-053-the-question.paper-grade.xlsx,9265,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-054-way-back.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-054-way-back\CLAIMS\MDA-054-way-back.claim-audit.csv,13658,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-054-way-back.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-054-way-back.paper-grade.html,13422,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-054-way-back.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-054-way-back\HTML\MDA-054-way-back.paper-grade.html,13422,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-054-way-back.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-054-way-back\JSON\MDA-054-way-back.paper-grade.json,46605,
